"index","relation-type","term1","b1","e1","term2","b2","e2","sentence","job"
"1439","TWrex-prevent","[VARICELLA]","130","139","[ACYCLOVIR]","67","76","Of 786 children and adolescents enrolled in a multicenter trial of [ACYCLOVIR] for chickenpox, 27 (3.4%) met the case definition of [VARICELLA]-zoster virus (VZV) hepatitis (serum aspartate aminotransferase level > or = 100 U/l.","0"
"1440","TWrex-prevent","[URINARY TRACT INFECTION]","89","112","[CIPROFLOXACIN]","0","13","[CIPROFLOXACIN] prophylaxis is effective and safe in the prevention of catheter-associated [URINARY TRACT INFECTION] and related morbidity in selected groups of patients requiring 3 to 14 days of bladder drainage.","0"
"1442","TWrex-prevent","[DVT]","232","235","[TINZAPARIN]","0","10","[TINZAPARIN], a sodium salt of a low-molecular-weight heparin (LMWH) produced via heparinase digestion, is used for the treatment of deep vein thrombosis (dvt) and pulmonary embolism in conjunction with warfarin for the prevention of [DVT] in patients undergoing hip or knee replacement surgery, and as an anticoagulant in hemodialysis circuits.","0"
"1443","TWrex-prevent","[NEURALGIA]","108","117","[CARBAMAZEPINE]","51","64","A review of the literature on adverse reactions to [CARBAMAZEPINE] used in treatment of paroxysmal trigeminal [NEURALGIA] is presented and a survey of 120 cases is reported.","0"
"1444","TWrex-prevent","[ONCHOCERCIASIS]","17","31","[IVERMECTIN]","83","93","In Uganda, human [ONCHOCERCIASIS] is controlled by annual, mass, community-directed, [IVERMECTIN]-treatment programmes (CDITP) in all endemic communities where the prevalence of the disease is > or = 30%.","0"
"1445","TWrex-prevent","[PLAGUE]","31","37","[VACCINE]","38","45","The future of Salmonella-based [PLAGUE] [VACCINE]s seems to lie in the use of chromosomally encoded plague antigens and the use of in vivo inducible promoters to drive their expression.","0"
"1446","TWrex-prevent","[PLAGUE]","96","102","[VACCINE]","38","45","The future of Salmonella-based plague [VACCINE]s seems to lie in the use of chromosomally encoded [PLAGUE] antigens and the use of in vivo inducible promoters to drive their expression.","0"
"1447","TWrex-prevent","[MALARIA]","22","29","[CHLOROQUINE]","144","155","Specialists preparing [MALARIA] preventive guidelines have, therefore, preferred to recommend the use of relatively safe antimalarial drugs, like [CHLOROQUINE] and proguanil, provided they offer non-immune travellers adequate protection against P. falciparum infections.","0"
"1448","TWrex-prevent","[MALARIA]","123","130","[CHLOROQUINE]","144","155","Specialists preparing malaria preventive guidelines have, therefore, preferred to recommend the use of relatively safe anti[MALARIA]l drugs, like [CHLOROQUINE] and proguanil, provided they offer non-immune travellers adequate protection against P. falciparum infections.","0"
"1449","TWrex-prevent","[LEPROSY]","47","54","[RIFAMPICIN]","147","157","The cure rates of two treatment regimens in PB [LEPROSY] were compared in a prospective randomized trial: treatment U consisting of a single dose of [RIFAMPICIN] 40 mg/K bodyweight, and treatment A of rifampicin 1500 mg in a single dose, followed by one year of daily dapsone 100 mg.","0"
"1450","TWrex-prevent","[LEPROSY]","47","54","[RIFAMPICIN]","197","207","The cure rates of two treatment regimens in PB [LEPROSY] were compared in a prospective randomized trial: treatment U consisting of a single dose of rifampicin 40 mg/K bodyweight, and treatment A of [RIFAMPICIN] 1500 mg in a single dose, followed by one year of daily dapsone 100 mg.","0"
"1451","TWrex-prevent","[JRA]","75","78","[ETANERCEPT]","214","224","Anticytokine biologics have demonstrated great promise in the treatment of [JRA] and a variety of other pediatric rheumatic diseases, although at this time the randomized, placebo-controlled data are limited only to [ETANERCEPT] in children with polyarticular jra.","0"
"1452","TWrex-prevent","[JRA]","256","259","[ETANERCEPT]","214","224","Anticytokine biologics have demonstrated great promise in the treatment of jra and a variety of other pediatric rheumatic diseases, although at this time the randomized, placebo-controlled data are limited only to [ETANERCEPT] in children with polyarticular [JRA].","0"
"1453","TWrex-prevent","[STROKE]","53","59","[WARFARIN]","148","156","The National Institute of Neurological Disorders and [STROKE]-sponsored Stroke Prevention in Atrial Fibrillation (SPAF) studies assessed the value of [WARFARIN], aspirin, and their combination for preventing stroke in six multicenter trials involving 3950 participants.","0"
"1454","TWrex-prevent","[STROKE]","70","76","[WARFARIN]","148","156","The National Institute of Neurological Disorders and Stroke-sponsored [STROKE] Prevention in Atrial Fibrillation (SPAF) studies assessed the value of [WARFARIN], aspirin, and their combination for preventing stroke in six multicenter trials involving 3950 participants.","0"
"1455","TWrex-prevent","[STROKE]","204","210","[WARFARIN]","148","156","The National Institute of Neurological Disorders and Stroke-sponsored Stroke Prevention in Atrial Fibrillation (SPAF) studies assessed the value of [WARFARIN], aspirin, and their combination for preventing [STROKE] in six multicenter trials involving 3950 participants.","0"
"1457","TWrex-prevent","[INFECTION]","201","210","[CEFOTAXIME]","73","83","It is concluded that single-dose genitourinary surgical prophylaxis with [CEFOTAXIME] may be more effective than a longer dosing schedule with cefoxitin in the prevention of post-operative urinary tract [INFECTION]s, and that a single-dose regimen may represent significant cost containment advantages for hospitals.","0"
"1459","TWrex-prevent","[NTD]","208","211","[ACID]","175","179","PH's message regarding neural tube defect (ntd) prevention is equally clear: all women of childbearing age who are capable of becoming pregnant should consume 0.4 mg of folic [ACID] daily to reduce the risk of [NTD]s.","0"
"1460","TWrex-prevent","[GONORRHEA]","145","154","[AMPICILLIN]","41","51","Selective mass treatment (SMT) with oral [AMPICILLIN]-probenecid or tetracycline was then given to registered FSWs in an attempt to further reduce [GONORRHEA] rates.","0"
"1461","TWrex-prevent","[LEPROSY]","16","23","[THALIDOMIDE]","168","179","It is said that [LEPROSY] reaction should be properly classified for therapeutic reasons, since it is well known that in Lucio phenomenon there is not a good response to [THALIDOMIDE].","0"
"1463","TWrex-prevent","[VTE]","91","94","[ENOXAPARIN]","145","155","Available studies indicate that hirudin is significantly more effective for prophylaxis of [VTE] after total hip replacement than is either UFH or [ENOXAPARIN].","0"
"1465","TWrex-prevent","[INFECTION]","316","325","[AMPHOTERICIN]","108","120","In this article, we review the clinical pharmacokinetics, safety, and efficacy of the lipid formulations of [AMPHOTERICIN] B with special emphasis on pediatric data, and we seek to provide a rational framework for the determination of their current role in patients with cancer and proven or suspected invasive fungal [INFECTION]s.","0"
"1466","TWrex-prevent","[DIABETES]","233","241","[LISPRO]","139","145","Furthermore, the early insulin exposure and action of insulin glulisine were slightly -- but consistently -- greater than those of insulin [LISPRO] in healthy volunteers across a wide range of BMIs.Meal studies in patients with type 1 [DIABETES] show that insulin glulisine provides better postprandial blood glucose control than regular human insulin when administered immediately pre-meal, and equivalent control when given after the meal.","0"
"1467","TWrex-prevent","[TYPE 1 DIABETES]","226","241","[INSULIN GLULISINE]","54","71","Furthermore, the early insulin exposure and action of [INSULIN GLULISINE] were slightly -- but consistently -- greater than those of insulin lispro in healthy volunteers across a wide range of BMIs.Meal studies in patients with [TYPE 1 DIABETES] show that insulin glulisine provides better postprandial blood glucose control than regular human insulin when administered immediately pre-meal, and equivalent control when given after the meal.","0"
"1468","TWrex-prevent","[TYPE 1 DIABETES]","226","241","[INSULIN GLULISINE]","252","269","Furthermore, the early insulin exposure and action of insulin glulisine were slightly -- but consistently -- greater than those of insulin lispro in healthy volunteers across a wide range of BMIs.Meal studies in patients with [TYPE 1 DIABETES] show that [INSULIN GLULISINE] provides better postprandial blood glucose control than regular human insulin when administered immediately pre-meal, and equivalent control when given after the meal.","0"
"1472","TWrex-prevent","[DEFICIENCY]","158","168","[CYANOCOBALAMIN]","227","241","Thin-layer chromatography and bioautography were used to study the cobalamin pattern of plasma, erythrocytes, and hepatic tissue from patients with cobalamin [DEFICIENCY] on maintenance therapy with hydroxocobalamin (Vibeden), a [CYANOCOBALAMIN] depot preparation (Betolvex), or cyanocobalamin tablets (Behepan.","0"
"1473","TWrex-prevent","[DEFICIENCY]","158","168","[CYANOCOBALAMIN]","275","289","Thin-layer chromatography and bioautography were used to study the cobalamin pattern of plasma, erythrocytes, and hepatic tissue from patients with cobalamin [DEFICIENCY] on maintenance therapy with hydroxocobalamin (Vibeden), a cyanocobalamin depot preparation (Betolvex), or [CYANOCOBALAMIN] tablets (Behepan.","0"
"1474","TWrex-prevent","[PAIN]","47","51","[CAPSAICIN]","75","84","The effect of cysteamine treatment on chemical [PAIN] was investigated using [CAPSAICIN] as the pain-producing stimulus.","0"
"1475","TWrex-prevent","[PAIN]","92","96","[CAPSAICIN]","75","84","The effect of cysteamine treatment on chemical pain was investigated using [CAPSAICIN] as the [PAIN]-producing stimulus.","0"
"1476","TWrex-prevent","[HYPERCHOLESTEROLAEMIA]","67","88","[GEMFIBROZIL]","16","27","The efficacy of [GEMFIBROZIL] in the treatment of resistant familial [HYPERCHOLESTEROLAEMIA] and type III hyperlipoproteinaemia was evaluated in 26 individuals over a mean period of 16 months.","0"
"1477","TWrex-prevent","[HEPATITIS B]","139","150","[HBSAG]","96","101","Mental health care facilities should routinely survey inpatient populations for the presence of [HBSAG] positivity and consider establishing [HEPATITIS B] serologic screening and vaccination programs for personnel involved in delivering care.","0"
"1479","TWrex-prevent","[BLEEDING]","156","164","[THROMBIN]","106","114","The three topical hemostatic agents--gelatin paste, microfibrillar collagen, and gelatin sponge soaked in [THROMBIN]--individually were effective in reducing [BLEEDING] from cancellous bone, as tested on the femoral surface of trochanteric osteotomies during total hip replacement.","0"
"1480","TWrex-prevent","[PERTUSSIS]","105","114","[VACCINE]","115","122","The coming availability of adolescent- and adult-formulated diphtheria and tetanus toxoids and acellular [PERTUSSIS] [VACCINE]s for adolescents and adults and their widespread use should reduce the reservoir of B pertussis disease.","0"
"1481","TWrex-prevent","[PERTUSSIS]","209","218","[VACCINE]","115","122","The coming availability of adolescent- and adult-formulated diphtheria and tetanus toxoids and acellular pertussis [VACCINE]s for adolescents and adults and their widespread use should reduce the reservoir of B [PERTUSSIS] disease.","0"
"1482","TWrex-prevent","[ARTERIAL HYPERTENSION]","60","81","[LOSARTAN]","351","359","To gain insight into the regulation of cardiac apoptosis in [ARTERIAL HYPERTENSION], we investigated the expression of the proteins Bcl-2 (an inhibitor of apoptosis) and Bax (an inducer of apoptosis) in the left ventricle of 30-week-old normotensive Wistar-Kyoto rats (WKY), SHR, and SHR treated with the angiotensin II type 1 receptor (AT1) antagonist [LOSARTAN] (20 mg x kg(-1) x d(-1)) during 14 weeks before death.","0"
"1483","TWrex-prevent","[PERTUSSIS]","92","101","[VACCINE]","102","109","Most deaths occur in the first 3 months of life, before administration of the first dose of [PERTUSSIS] [VACCINE].","0"
"1484","TWrex-prevent","[INFECTION]","97","106","[AMPHOTERICIN B]","13","27","Conventional [AMPHOTERICIN B] is considered the gold standard for the treatment of invasive fungal [INFECTION]s; however, adverse events limit conventional amphotericin B treatment.","0"
"1487","TWrex-prevent","[OSTEOARTHRITIS]","138","152","[NAPROXEN]","56","64","These results indicate that etodolac is as effective as [NAPROXEN], piroxicam, and diclofenac for the treatment of rheumatoid arthritis and [OSTEOARTHRITIS].","0"
"1488","TWrex-prevent","[INFARCTION]","125","135","[STREPTOKINASE]","161","174","The time course and characteristics of ventricular arrhythmias were studied in 45 consecutive patients with acute myocardial [INFARCTION] who received intravenous [STREPTOKINASE] and underwent 24-hour Holter monitoring both after admission and before discharge 8 +/- 3 days later.","0"
"1489","TWrex-prevent","[EMESIS]","106","112","[APREPITANT]","0","10","[APREPITANT] increases the effect of a serotonin(3)-receptor antagonist plus a corticosteroid against acute [EMESIS] induced by highly or moderately emetogenic chemotherapy and aprepitant is also active in the protection against delayed emesis.","0"
"1490","TWrex-prevent","[EMESIS]","106","112","[APREPITANT]","173","183","Aprepitant increases the effect of a serotonin(3)-receptor antagonist plus a corticosteroid against acute [EMESIS] induced by highly or moderately emetogenic chemotherapy and [APREPITANT] is also active in the protection against delayed emesis.","0"
"1491","TWrex-prevent","[EMESIS]","233","239","[APREPITANT]","0","10","[APREPITANT] increases the effect of a serotonin(3)-receptor antagonist plus a corticosteroid against acute emesis induced by highly or moderately emetogenic chemotherapy and aprepitant is also active in the protection against delayed [EMESIS].","0"
"1492","TWrex-prevent","[EMESIS]","233","239","[APREPITANT]","173","183","Aprepitant increases the effect of a serotonin(3)-receptor antagonist plus a corticosteroid against acute emesis induced by highly or moderately emetogenic chemotherapy and [APREPITANT] is also active in the protection against delayed [EMESIS].","0"
"1493","TWrex-prevent","[CMV]","63","66","[ACYCLOVIR]","32","41","We report the successful use of [ACYCLOVIR] in a serious case of [CMV] infection occurring in a young woman 3 1/2 years after a renal transplant.","0"
"1496","TWrex-prevent","[CHRONIC MYELOGENOUS LEUKEMIA]","248","276","[IDARUBICIN]","29","39","These findings indicate that [IDARUBICIN]--although it cannot replace established drugs for the chronic phase of the disease--represents an added therapeutic resource for producing rapid cytolysis at onset and, above all, in the accelerated phase of [CHRONIC MYELOGENOUS LEUKEMIA].","0"
"1497","TWrex-prevent","[INFECTION]","64","73","[AMPHOTERICIN B]","0","14","[AMPHOTERICIN B], the gold standard treatment for invasive fungal [INFECTION]s, is associated with significant adverse reactions, particularly nephrotoxicity, that make it difficult to administer as home infusion therapy.","0"
"1498","TWrex-prevent","[MYOCARDIAL INFARCT]","110","128","[ASPIRIN]","38","45","The effect of the nitro-derivative of [ASPIRIN], NCX4016, was assessed on ischaemic ventricular arrhythmias and [MYOCARDIAL INFARCT] size in anaesthetized pigs in comparison to native aspirin.","0"
"1499","TWrex-prevent","[MYOCARDIAL INFARCT]","110","128","[ASPIRIN]","180","187","The effect of the nitro-derivative of aspirin, NCX4016, was assessed on ischaemic ventricular arrhythmias and [MYOCARDIAL INFARCT] size in anaesthetized pigs in comparison to native [ASPIRIN].","0"
"1501","TWrex-prevent","[VITAMIN B12 DEFICIENCY]","336","358","[VITAMIN]","146","153","Taken together with our prior report on a patient with pernicious anemia in whom the decreased level of CD8-positive blood cells was corrected by [VITAMIN] B12 therapy, it may be considered that the reversible CD4/CD8 imbalance of blood cells noted in some cases of pernicious anemia is not pathognomonic for the disease but secondary to [VITAMIN B12 DEFICIENCY].","0"
"1502","TWrex-prevent","[MALARIA]","107","114","[CHLOROQUINE]","133","144","Glucose-6-phosphate dehydrogenase-normal adult volunteers infected with mosquito-bone Chesson strain vivax [MALARIA] were treated with [CHLOROQUINE] and primaquine during the initial attack.","0"
"1503","TWrex-prevent","[PAIN]","92","96","[IBUPROFEN]","152","161","In summary, MK-0703 50 and 100 mg were efficacious in the treatment of postoperative dental [PAIN] and were indistinguishable from the active comparator, [IBUPROFEN] 400 mg.","0"
"1504","TWrex-prevent","[HEADACHE]","74","82","[SUMATRIPTAN]","165","176","Flow cytometric analysis of monocytes expressing 5-HT receptor in cluster [HEADACHE] patients showed different trends clearly correlated with the clinical response to [SUMATRIPTAN].","0"
"1505","TWrex-prevent","[PSORIASIS]","83","92","[BETAMETHASONE DIPROPIONATE]","195","221","A 41 year old woman had been suffering for nine months from a generalized pustular [PSORIASIS] which had occurred after a three week topical corticosteroid therapy of plaque psoriasis with 90 g of [BETAMETHASONE DIPROPIONATE] + 2% salicylic acid.","0"
"1506","TWrex-prevent","[PSORIASIS]","172","181","[BETAMETHASONE DIPROPIONATE]","195","221","A 41 year old woman had been suffering for nine months from a generalized pustular psoriasis which had occurred after a three week topical corticosteroid therapy of plaque [PSORIASIS] with 90 g of [BETAMETHASONE DIPROPIONATE] + 2% salicylic acid.","0"
"1508","TWrex-prevent","[HERPES LABIALIS]","121","136","[VALACYCLOVIR]","5","17","Oral [VALACYCLOVIR]'s efficacy and tolerability as suppressive therapy versus episodic therapy were compared for recurrent [HERPES LABIALIS] (RHL.","0"
"1509","TWrex-prevent","[DIABETES MELLITUS]","106","123","[GLYBURIDE]","5","14","Both [GLYBURIDE] and glipizide provide safe and effective treatment for patients with non-insulin-dependent [DIABETES MELLITUS], but more patients will benefit from once-daily therapy with glyburide.","0"
"1510","TWrex-prevent","[DIABETES MELLITUS]","106","123","[GLYBURIDE]","185","194","Both glyburide and glipizide provide safe and effective treatment for patients with non-insulin-dependent [DIABETES MELLITUS], but more patients will benefit from once-daily therapy with [GLYBURIDE].","0"
"1511","TWrex-prevent","[HEPATITIS]","205","214","[HEPATITIS B VACCINE]","85","104","A study to evaluate the safety and immunogenicity of a yeast derived recombinant DNA [HEPATITIS B VACCINE] (Engerix-B) was conducted in healthy newborn infants born to low risk European mothers negative for [HEPATITIS] B surface antigen (HBsAg.","0"
"1512","TWrex-prevent","[ECHINOCOCCUS]","17","29","[ALBENDAZOLE]","113","124","Cotton rats with [ECHINOCOCCUS] multilocularis infections of one month's standing were treated for six months with [ALBENDAZOLE] (50 mg kg-1 day-1), or praziquantel (500 mg kg-1 day-1), or both drugs simultaneously.","0"
"1513","TWrex-prevent","[LEUKEMIA]","268","276","[IDARUBICIN]","29","39","These findings indicate that [IDARUBICIN]--although it cannot replace established drugs for the chronic phase of the disease--represents an added therapeutic resource for producing rapid cytolysis at onset and, above all, in the accelerated phase of chronic myelogenous [LEUKEMIA].","0"
"1514","TWrex-prevent","[IDA]","120","123","[IRON]","76","80","Sleep alterations were still apparent years after correction of anemia with [IRON] treatment in the absence of subsequent [IDA]. We suggest that altered sleep patterns may represent an underlying mechanism that interferes with optimal brain functioning during sleep and wakefulness in former IDA children.","0"
"1515","TWrex-prevent","[IDA]","288","291","[IRON]","76","80","Sleep alterations were still apparent years after correction of anemia with [IRON] treatment in the absence of subsequent IDA. We suggest that altered sleep patterns may represent an underlying mechanism that interferes with optimal brain functioning during sleep and wakefulness in former [IDA] children.","0"
"1516","TWrex-prevent","[PAIN]","159","163","[DESIPRAMINE]","103","114","In addition, isobolographic analyses indicated significant synergistic effects for all combinations of [DESIPRAMINE] and fluoxetine in the PPQ model of visceral [PAIN].","0"
"1517","TWrex-prevent","[GALLSTONE]","130","139","[ACID]","77","81","Since only cholesterol stones can be dissolved by cheno- and ursodeoxycholic [ACID] we recommend measurement of the radiodensity of [GALLSTONE]s by CT prior to any litholytic therapy.","0"
"1518","TWrex-prevent","[PYODERMA GANGRENOSUM]","47","67","[CLOFAZIMINE]","32","43","The mechanism for the effect of [CLOFAZIMINE] in [PYODERMA GANGRENOSUM] is not known.","0"
"1519","TWrex-prevent","[CHRONIC HEPATITIS]","136","153","[INTERFERON]","37","47","New regimens consisting of pegylated [INTERFERON]s plus ribavirin may produce a sustained virologic response in more than 50% of cases of [CHRONIC HEPATITIS] C. In contrast, the combination of standard interferon alfa and ribavirin, which was the standard of care until recently, produced a sustained virologic response in 35% to 40% of cases.","0"
"1520","TWrex-prevent","[CHRONIC HEPATITIS]","136","153","[INTERFERON]","198","208","New regimens consisting of pegylated interferons plus ribavirin may produce a sustained virologic response in more than 50% of cases of [CHRONIC HEPATITIS] C. In contrast, the combination of standard [INTERFERON] alfa and ribavirin, which was the standard of care until recently, produced a sustained virologic response in 35% to 40% of cases.","0"
"1521","TWrex-prevent","[DENTAL PLAQUE]","107","120","[FLUORIDE]","19","27","Application of the [FLUORIDE] varnish did not suppress the A. viscosus/naeslundii or S. mutans levels in the [DENTAL PLAQUE].","0"
"1522","TWrex-prevent","[EMESIS]","75","81","[DEXAMETHASONE]","24","37","with metoclopramide and [DEXAMETHASONE] on days 2-7 experienced less delayed [EMESIS], nausea and anorexia compared to those treated with a placebo (delayed emesis, 25 vs 50%, respectively, P = 0.105; more than four days of nausea, 10 vs 35%, respectively, P = 0.059; less than three days of anorexia, 80 vs 50%, respectively, P = 0.048.","0"
"1523","TWrex-prevent","[EMESIS]","153","159","[DEXAMETHASONE]","24","37","with metoclopramide and [DEXAMETHASONE] on days 2-7 experienced less delayed emesis, nausea and anorexia compared to those treated with a placebo (delayed [EMESIS], 25 vs 50%, respectively, P = 0.105; more than four days of nausea, 10 vs 35%, respectively, P = 0.059; less than three days of anorexia, 80 vs 50%, respectively, P = 0.048.","0"
"1525","TWrex-prevent","[ANGINA]","77","83","[PROPRANOLOL]","50","61","The authors conclude that (1) Both celiprolol and [PROPRANOLOL] largely reduce [ANGINA] pectoris frequency in unstable angina pectoris.","0"
"1526","TWrex-prevent","[ANGINA]","115","121","[PROPRANOLOL]","50","61","The authors conclude that (1) Both celiprolol and [PROPRANOLOL] largely reduce angina pectoris frequency in unstable [ANGINA] pectoris.","0"
"1528","TWrex-prevent","[INFECTION]","36","45","[AMPHOTERICIN]","91","103","Standard therapy of invasive fungal [INFECTION]s relies on the administration of intravenous [AMPHOTERICIN] B. This agent is difficult to administer and toxic.","0"
"1529","TWrex-prevent","[VARICELLA]","50","59","[ACICLOVIR]","78","87","Brivudine shows greater effectiveness against the [VARICELLA]-zoster virus than [ACICLOVIR] and its derivatives, and can be given just once a day for seven days, compared to multiple doses of the latter.","0"
"1531","TWrex-prevent","[LYMPHOBLASTIC LYMPHOMA]","96","118","[+ CY]","160","164","Twelve patients have received transplants, five with AML (after Bu + cy conditioning), six with [LYMPHOBLASTIC LYMPHOMA] and one with Hodgkin's disease (with TBI [+ CY] conditioning.","0"
"1532","TWrex-prevent","[ASPERGILLOSIS]","149","162","[AMPHOTERICIN B]","53","67","We compared the activity of aminocandin with that of [AMPHOTERICIN B] (AmB), itraconazole (ITC) and caspofungin (CAS) in murine models of disseminated [ASPERGILLOSIS] against three strains of A. fumigatus, two of which were fully susceptible (AF293 and A1163) and one was resistant to ITC (AF91.","0"
"1533","TWrex-prevent","[HEPATITIS]","65","74","[HBSAG]","160","165","The cases presented document the prognostic relevance of chronic [HEPATITIS] B virus infection in renal transplant recipients and illustrate that an asymptomatic [HBSAG] carrier state can evolve within a very short time to fatal liver disease.","0"
"1534","TWrex-prevent","[TIA]","33","36","[WARFARIN]","158","166","Clinical deterioration, or a new [TIA] or stroke was more likely (p = 0.01) during the 24 hours after heparin was stopped in patients not already on aspirin or [WARFARIN] (10/143, 7%) than in patients receiving aspirin or warfarin before heparin withdrawal (3/215, 1%.","0"
"1535","TWrex-prevent","[TIA]","33","36","[WARFARIN]","218","226","Clinical deterioration, or a new [TIA] or stroke was more likely (p = 0.01) during the 24 hours after heparin was stopped in patients not already on aspirin or warfarin (10/143, 7%) than in patients receiving aspirin or [WARFARIN] before heparin withdrawal (3/215, 1%.","0"
"1536","TWrex-prevent","[EPILEPSY]","204","212","[GABAPENTIN]","0","10","[GABAPENTIN] is one of the new first-generation AEDs that expanded its use into a broad range of neurologic and psychiatric disorders shortly after it was licensed in 1993 for use in drug-resistant partial [EPILEPSY] with or without secondary generalization.","0"
"1537","TWrex-prevent","[ULCER]","105","110","[SUCRALFATE]","21","31","It is concluded that [SUCRALFATE] 1 gm BID for 6 months is an effective maintenance treatment for duodenal [ULCER], but has no beneficial effect on either H pylori antral colonization or antral gastritis.","0"
"1538","TWrex-prevent","[ACNE]","173","177","[PEROXIDE]","55","63","A clinical trial using tretinoin lotion 0.05%, benzoyl [PEROXIDE] 5% and 10% as topical application was performed on 250 ambulatory patients suffering from various degrees of [ACNE] vulgaris.","0"
"1539","TWrex-prevent","[PAIN]","95","99","[NAPROXEN SODIUM]","110","125","In patients with dysmenorrhoea, valdecoxib 20 or 40 mg up to twice daily provided as effective [PAIN] relief as [NAPROXEN SODIUM] 550 mg twice daily.","0"
"1540","TWrex-prevent","[POLIO]","151","156","[INACTIVATED POLIO VACCINE]","38","63","In Australia the change to the use of [INACTIVATED POLIO VACCINE] (IPV), while more costly, will avoid the very low risk of vaccine associated paralytic [POLIO]myelitis (one case per 2.5 million doses) and maintain immunity against polio.","0"
"1541","TWrex-prevent","[POLIO]","228","233","[INACTIVATED POLIO VACCINE]","38","63","In Australia the change to the use of [INACTIVATED POLIO VACCINE] (IPV), while more costly, will avoid the very low risk of vaccine associated paralytic poliomyelitis (one case per 2.5 million doses) and maintain immunity against [POLIO].","0"
"1542","TWrex-prevent","[HEPATITIS]","238","247","[RIBAVIRIN]","158","167","Since the pivotal trials conducted over the last few years which have used the combination of pegylated interferon along with fixed low doses (800 mg/day) of [RIBAVIRIN] and have provided treatment for 12 months, regardless the kinetics of [HEPATITIS] C virus (HCV) viral load during therapy, great progress has been made in the treatment of chronic hepatitis C in HIV-infected patients.","0"
"1543","TWrex-prevent","[HEPATITIS]","346","355","[RIBAVIRIN]","158","167","Since the pivotal trials conducted over the last few years which have used the combination of pegylated interferon along with fixed low doses (800 mg/day) of [RIBAVIRIN] and have provided treatment for 12 months, regardless the kinetics of hepatitis C virus (HCV) viral load during therapy, great progress has been made in the treatment of chronic [HEPATITIS] C in HIV-infected patients.","0"
"1544","TWrex-prevent","[NIGHT BLINDNESS]","109","124","[VITAMIN A]","158","167","After delivery, women were also interviewed at approximately 3 and approximately 6 mo postpartum to elicit a [NIGHT BLINDNESS] history over the preceding 3 mo. [VITAMIN A] supplementation reduced the incidence of night blindness during pregnancy from 10.7% among controls to 6.7% (relative risk 0.62, 95% confidence interval: 0.45-0.85.","0"
"1545","TWrex-prevent","[NIGHT BLINDNESS]","209","224","[VITAMIN A]","158","167","After delivery, women were also interviewed at approximately 3 and approximately 6 mo postpartum to elicit a night blindness history over the preceding 3 mo. [VITAMIN A] supplementation reduced the incidence of [NIGHT BLINDNESS] during pregnancy from 10.7% among controls to 6.7% (relative risk 0.62, 95% confidence interval: 0.45-0.85.","0"
"1546","TWrex-prevent","[TINEA]","48","53","[KETOCONAZOLE]","105","117","Sixty-two patients with mycologically confirmed [TINEA] pedis received two different treatment regimens of [KETOCONAZOLE] 2% cream on a randomized double-blind basis for 1 month with weekly evaluations.","0"
"1547","TWrex-prevent","[INFECTION]","45","54","[AMPHOTERICIN]","159","171","An incidence of up to 30% of systemic fungal [INFECTION]s at autopsy, and difficulties in diagnosing systemic mycosis antemortem, have led to the empiric use of [AMPHOTERICIN] B in patients with hematological malignancies.","0"
"1548","TWrex-prevent","[DISEASE]","162","169","[FOSCARNET]","221","230","Patients exhibiting symptoms and signs of primary or reactivated CMV infection should be further evaluated with appropriate laboratory tests, as treatment of CMV [DISEASE] with antiviral chemotherapy such as ganciclovir or [FOSCARNET], has proven to be effective.","0"
"1549","TWrex-prevent","[HEPATITIS]","191","200","[HEPATITIS A]","124","135","Moreover, the mean duration of parenteral drug abuse was significantly lower among non-A, non-B cases than in patients with [HEPATITIS A] or B. These results suggest a wide circulation of both [HEPATITIS] B virus and non-A, non-B agent(s) among drug abusers in our area.","0"
"1550","TWrex-prevent","[PAIN]","152","156","[CAPSAICIN]","13","22","Injection of [CAPSAICIN] into the skin of the chin to stimulate the mandibular (third) division of the trigeminal nerve and into the leg led to a similar [PAIN] perception and failed to produce any significant change in vessel caliber.","0"
"1551","TWrex-prevent","[CONTRACTION]","155","166","[LIDOCAINE]","14","23","Intramuscular [LIDOCAINE] administration is known to produce blood concentration levels considered to be therapeutic for prevention of premature ventricular [CONTRACTION]s.","0"
"1552","TWrex-prevent","[LV HYPERTROPHY]","262","276","[ENALAPRIL]","316","325","Blood pressure, body mass index, echocardiographic LV mass and LV geometry, EF and stress-corrected MWS, LV diastolic filling (peak E- and A-wave velocities, E-wave deceleration time, and atrial filling fraction) were evaluated in 212 hypertensive patients with [LV HYPERTROPHY] enrolled in the Prospective Randomized [ENALAPRIL] Study Evaluating Regression of Ventricular Enlargement study.","0"
"1553","TWrex-prevent","[HEPATITIS]","62","71","[HEPATITIS A]","46","57","All available data on monovalent and combined [HEPATITIS A] and [HEPATITIS] B vaccines indicates that there is no support for a hepatitis A or hepatitis B booster when a complete primary vaccination course is offered to immunocompetent individuals.","0"
"1554","TWrex-prevent","[HEPATITIS]","62","71","[HEPATITIS A]","124","135","All available data on monovalent and combined hepatitis A and [HEPATITIS] B vaccines indicates that there is no support for a [HEPATITIS A] or hepatitis B booster when a complete primary vaccination course is offered to immunocompetent individuals.","0"
"1555","TWrex-prevent","[HEPATITIS]","124","133","[HEPATITIS A]","46","57","All available data on monovalent and combined [HEPATITIS A] and hepatitis B vaccines indicates that there is no support for a [HEPATITIS] A or hepatitis B booster when a complete primary vaccination course is offered to immunocompetent individuals.","0"
