"index","relation-type","term1","b1","e1","term2","b2","e2","sentence"
"145","TWrex-cause","malaria","80","87","plasmodium","105","115","The production of Interleukin 6 (IL-6) was studied during experimental cerebral malaria (ECM) induced by Plasmodium berghei ANKA (PbA) infection"
"146","TWrex-cause","tinea","0","5","dermatophyte","33","45","Tinea capitis is the most common dermatophyte infection during childhood"
"147","TWrex-cause","SARS","87","91","sars cov","116","124","The causative agent of severe acute respiratory syndrome (SARS) has been identified as SARS-associated coronavirus (SARS-CoV"
"148","TWrex-cause","infection","75","84","yersinia","66","74","We report here an alternative role for Ail in the pathogenesis of Yersinia infection"
"149","TWrex-cause","hepatitis","123","132","HBV","96","99","In very preliminary studies of patients with chronic hepatitis B, nitazoxanide suppressed serum HBV DNA and led to loss of hepatitis B e antigen in the majority of patients and hepatitis B surface antigen in approximately a quarter of patients"
"150","TWrex-cause","anthrax","0","7","bacillus anthracis","31","49","Anthrax is a disease caused by Bacillus anthracis"
"151","TWrex-cause","infection","81","90","virus","121","126","However, the same animal cell substrates may also be used for diagnosis of viral infection and surveillance of prevalent virus strains"
"152","TWrex-cause","varicella","13","22","zoster","341","347","Heterologous varicella-zoster virus antibody titer rises were demonstrated by the FAMA test with 10 serum pairs from patients with clinically diagnosed genital herpes simplex virus infection, indicating that the FAMA test is no more suitable than other serological methods for serodifferentiation of those herpes simplex virus and varicella-zoster virus infections in which antibody increases occur to both antigens"
"153","TWrex-cause","chicken pox","168","179","varicella zoster virus","54","76","Each dose of Zostavax contains about 14 times as much varicella-zoster virus (VZV) as Varivax, which has been used in the US since 1995 to vaccinate against varicella (chicken pox"
"154","TWrex-cause","disease","76","83","borrelia burgdorferi","26","46","Studies of the biology of Borrelia burgdorferi and the pathogenesis of Lyme disease are severely limited by the current lack of genetic tools"
"155","TWrex-cause","sars","58","62","SARS-CoV","116","124","The causative agent of severe acute respiratory syndrome (SARS) has been identified as SARS-associated coronavirus (SARS-CoV"
"156","TWrex-cause","AIDS","68","72","HIV","223","226","Recent advances in AIDS-related therapies have delayed the onset of AIDS-defining illnesses and reduced the usefulness of AIDS surveillance in assessing the incidence of early HIV disease and estimating future needs of the HIV-infected population"
"157","TWrex-cause","AIDS","134","138","HIV","64","67","Injecting drug users rarely use condoms to reduce their risk of HIV transmission, even though it has been found that more than 70% of AIDS cases among heterosexuals may be attributed to sexual contact with drug users"
"158","TWrex-cause","human influenza","133","148","virus","149","154","We evaluated the antiviral activity of a chlorine dioxide gas solution (CD) and sodium hypochlorite (SH) against feline calicivirus, human influenza virus, measles virus, canine distemper virus, human herpesvirus, human adenovirus, canine adenovirus and canine parvovirus"
"159","TWrex-cause","human influenza","184","199","virus","86","91","However, molar percents of alpha2-->3 linkage preferentially bound by avian influenza virus were 27.2 in CAM cells and 15.4 in AM cells, whereas those of alpha2-->6 linkage favored by human influenza virus were 8.3 (CAM) and 14.2 (AM"
"160","TWrex-cause","johnes disease","92","106","paratuberculosis","31","47","Mycobacterium avium subspecies paratuberculosis is the etiologic agent of paratuberculosis (Johnes disease), a chronic enteritis in ruminants, which is one of the most widespread bacterial diseases of domestic animals, causing enormous economic losses worldwide"
"161","TWrex-cause","venezuelan equine encephalitis","103","133","vee","232","235","Pairwise comparison of the deduced amino acid sequences of the polyproteins of five alphaviruses (EEE, Venezuelan equine encephalitis, Sindbis, Semliki Forest and Ross River viruses) revealed EEE virus to be more closely related to VEE virus than to the other three viruses"
"162","TWrex-cause","MRSA","546","550","mrsa","458","462","Infections due to methicillin-resistant Staphylococcus aureus (MRSA) have undergone important changes in the last five years that have influenced the choice of therapy: i) increase of their frequency in hospital-associated settings and, more recently, in community settings; ii) better knowledge of clinical implications of the pharmacokinetic and pharmacodynamic properties of vancomycin; iii) improvement of current standard methods for rapid detection of MRSA in clinical samples; iv) clear evidence that vancomycin is losing efficacy against MRSA with MIC > 1 microg/mL; and v) appearance of"
"163","TWrex-cause","aureus","15","21","s. aureus","23","32","Staphylococcus aureus (S. aureus) isolates from beef carcasses, minced beef, and dressed chicken were assayed for production of enterotoxin A, B, C and D using reverse passive agglutination technique"
"164","TWrex-cause","leprosy","385","392","M. leprae","59","68","The following are goals to reach: 1) progress of growth of M. leprae in animals (to be able to breed armadillos in captivity or to substitute them with other animals); 2) to develop methods for in vitro culture of M. leprae; 3) to obtain antigens from M. leprae and characterize them immunologically; 4) to achieve techniques for objective diagnosis of infection with M. leprae and of leprosy (these techniques will most likely be serologic); 5) to develop methods to direct and manipulate immune response"
"165","TWrex-cause","influenza","35","44","virus","45","50","Robust and precise quantitation of influenza virus is a premise for the efficient development of vaccine production processes"
"166","TWrex-cause","malaria","59","66","plasmodium","161","171","In the past few years, the area of comparative genomics of malaria parasites has begun to come of age, with the completion of genome sequencing projects of four Plasmodium species, and several functional genomics studies"
"167","TWrex-cause","drug induced cardiomyopathy","17","44","medicine","66","74","Animal models of drug-induced cardiomyopathy relevant to clinical medicine have been difficult to produce"
"168","TWrex-cause","visceral leishmaniasis","43","65","Leishmania","0","10","Leishmania donovani, the protozoan causing visceral leishmaniasis, is an obligate intracellular parasite of mammalian macrophages"
"169","TWrex-cause","hepatitis","96","105","HCV","47","50","The vaccine development for hepatitis C virus (HCV) is highly urgent to prevent non A and non B hepatitis"
"170","TWrex-cause","HCMV","77","81","hcmv","135","139","However, although inner ear abnormalities are observed in some children with HCMV-induced SNHI, the exact mechanism whereby congenital HCMV infection causes hearing impairment is unknown"
"171","TWrex-cause","legionella","41","51","species","52","59","The PAL antigen was also conserved among Legionella species, as determined by PCR and immunoblot analyses"
"172","TWrex-cause","hepatitis","76","85","virus","30","35","Identification of hepatitis C virus (HCV)-RNA in blood serum is crucial for hepatitis C diagnosis and for appropriate treatment"
"173","TWrex-cause","encephalopathy","149","163","PRNP","73","77","A resequencing approach was adopted to identify sequence variants in the PRNP gene that may affect susceptibility or resistance to bovine spongiform encephalopathy"
"174","TWrex-cause","conjunctivitis","57","71","gonorrhoea","82","93","In a selected group of 103 babies referred with neonatal conjunctivitis Neisseria gonorrhoeae was isolated from 11 and Chlamydia trachomatis from 33"
"175","TWrex-cause","infection","67","77","virus","249","256","The contribution of both of these mechanisms to clearance of viral infections was investigated in mice for the non-cytopathic lymphocytic choriomeningitis virus (LCMV) and the cytopathic vaccinia, vesicular stomatitis (VSV) and Semliki forest (SFV) viruses"
"176","TWrex-cause","infection","43","53","Herpesvirus","31","42","Previous studies indicate that Herpesvirus infections cause oxidative stress in cells and in tissues"
"177","TWrex-cause","severe acute respiratory syndrome","4","37","SARS-CoV","51","59","The severe acute respiratory syndrome coronavirus (SARS-CoV) nucleocapsid protein (NP) is one of the predominant antigenic protein and the most abundant shed antigen throughout the SARS-CoV infection"
"178","TWrex-cause","AIDS","337","341","HIV","179","182","In response to the overwhelming burden of new cases of human immunodeficiency virus (HIV) in Africa, Asia, Latin America, and the Caribbean, the Joint United Nations Programme on HIV/AIDS (UNAIDS), in 1997, initiated a project to examine the application of existing communication theories/models to HIV/acquired immune deficiency virus (AIDS) prevention and care in these regions"
"179","TWrex-cause","hypersensitivity","188","204","drug","183","187","Notwithstanding the advances in genetic technologies, the ultimate determinant of success in this area of research will be the identification and careful phenotyping of patients with drug hypersensitivity reactions"
"180","TWrex-cause","candidiasis","65","76","candida","25","32","Candida dubliniensis and Candida albicans cause most of the oral candidiasis infections in AIDS patients"
"181","TWrex-cause","syndrome","86","94","SARS","96","100","SARS-CoV is a newly identified coronavirus (CoV) that causes severe acute respiratory syndrome (SARS"
"182","TWrex-cause","leprosy","163","170","mycobacterium leprae","69","89","Previously, pefloxacin and ofloxacin were found to be active against Mycobacterium leprae in vitro, in experimental animals, and in clinical trials of lepromatous leprosy patients"
"183","TWrex-cause","drug induced lupus erythematosus","0","32","drug","226","230","Drug-induced lupus erythematosus (DILE) is defined as an entity characterized by clinical manifestations and immunopathological serum findings similar to those of idiopathic lupus but which is temporally related to continuous drug exposure and resolves after discontinuation of the offending drug"
"184","TWrex-cause","infection","98","107","HIV","94","97","Intrinsic B-cell defects might be involved in the impairment of humoral immunity during early HIV infection"
"185","TWrex-cause","virus","117","122","HIV","247","250","In this study we estimated occurrence of the booster effect in a population infected with the human immunodeficiency virus (HIV) and assessed the relation between the booster effect, T-lymphocyte CD4 cell counts, tuberculosis risk categories, and HIV exposure categories"
"186","TWrex-cause","renal failure","54","67","mg","109","111","It seems reasonable to argue that anemia, rather than renal failure, is related to the high concentration of Mg in erythrocytes"
"187","TWrex-cause","malaria","80","87","plasmodium falciparum","58","79","For half a century, successful antifolate therapy against Plasmodium falciparum malaria has been attributed to host-parasite differences in drug binding to dihydrofolate reductase-thymidylate synthase (DHFR-TS"
"188","TWrex-cause","anthrax","60","67","bacillus","0","8","Bacillus anthracis is the causative organism of the disease anthrax"
"189","TWrex-cause","whooping cough","104","118","pertussis","79","88","Pertussis toxin is a principal determinant of virulence produced by Bordetella pertussis in the disease whooping cough and is the primary toxinogenic component of the pertussis vaccine"
"190","TWrex-cause","heroin addiction","165","181","heroin","0","6","Heroin abusers included nine addicts with comorbid depressive disorders (Group A), nine with aggressive behavior and antisocial personality (Group B), and nine with heroin addiction uncomplicated by other Axis I and II psychiatric disorders (Group C"
"191","TWrex-cause","weight loss","144","155","celiac disease","59","73","Six patients developed symptoms ultimately attributable to celiac disease immediately after pancreaticoduodenectomy, most commonly diarrhea and weight loss"
"192","TWrex-cause","stroke","68","74","heat","63","67","There may also be a relationship between susceptibility to MH, heat stroke and exercise-induced rhabdomyolysis"
"193","TWrex-cause","migraine with aura","90","108","migraine","52","60","The next question is whether the different types of migraine, i.e. migraine without aura, migraine with aura, sporadic hemiplegic migraine and familial hemiplegic migraine share a common genetic cause"
"194","TWrex-cause","AIDS","133","137","human immunodeficiency virus","62","90","In Spain, approximately 10 years passed between the time when human immunodeficiency virus (HIV)/acquired immunodeficiency syndrome (AIDS) harm-reduction programs should have been developed with sufficient coverage to have an optimum impact on public health (before the HIV/AIDS epidemic's explosion in 1984) and the date of their actual implementation"
"195","TWrex-cause","sepsis","28","34","salmonella","17","27","The discovery of Salmonella sepsis led in four cases to the initial diagnostic consideration of AIDS, which was ultimately confirmed"
"196","TWrex-cause","sickness","115","123","motion","108","114","These results contrast with the classic reports of subjectively increased salivation in the first stages of motion sickness and may tentatively be explained in terms of sympathetic activation"
"197","TWrex-cause","malaria","145","152","plasmodium","92","102","Although Aotus genus provides several species susceptible to both Plasmodium falciparum and Plasmodium vivax, having different susceptibility to malaria, Aotus lemurinus griseimembra represents the best current malaria primate model because of its high susceptibility to infection by blood forms and sporozoites of both species of Plasmodium"
"198","TWrex-cause","influenza","32","41","influenza virus","107","122","In particular, a common cold or influenza virus can acceleratedly changed into a superpower common cold or influenza virus through genetic mutation and gene recombination by increasingly combined pollution"
"199","TWrex-cause","hepatitis","91","100","virus","34","39","Only four (0.7%) were hepatitis C virus antibody positive; they were also all positive for hepatitis C viral RNA in serum by reverse transcription-polymerase chain reaction (RT-PCR"
"200","TWrex-cause","poxvirus infection","172","190","poxvirus","84","92","This study is the first demonstration that a single-shot subunit vaccine encoding a poxvirus protein confers protection against the mortality and morbidity associated with poxvirus infection"
